#! FIELDS cv file.free der_cv
#! SET min_cv -3
#! SET max_cv 3
#! SET nbins_cv  602
#! SET periodic_cv false
   -3.000000000   -0.000000000   -0.000000000
   -2.990016639   -0.000000000   -0.000000000
   -2.980033278   -0.000000000   -0.000000000
   -2.970049917   -0.000000000   -0.000000000
   -2.960066556   -0.000000000   -0.000000000
   -2.950083195   -0.000000000   -0.000000000
   -2.940099834   -0.000000000   -0.000000000
   -2.930116473   -0.000000000   -0.000000000
   -2.920133111   -0.000000000   -0.000000000
   -2.910149750   -0.000000000   -0.000000000
   -2.900166389   -0.000000000   -0.000000000
   -2.890183028   -0.000000000   -0.000000000
   -2.880199667   -0.000000000   -0.000000000
   -2.870216306   -0.000000000   -0.000000000
   -2.860232945   -0.000000000   -0.000000000
   -2.850249584   -0.000000000   -0.000000000
   -2.840266223   -0.001420542   -0.051274730
   -2.830282862   -0.002026695   -0.071130622
   -2.820299501   -0.002862821   -0.097617972
   -2.810316140   -0.004003792   -0.132526283
   -2.800332779   -0.005543964   -0.177971515
   -2.790349418   -0.007600475   -0.236401507
   -2.780366057   -0.010316505   -0.310580244
   -2.770382696   -0.013864236   -0.403544148
   -2.760399334   -0.018447213   -0.518523642
   -2.750415973   -0.025223701   -0.692870289
   -2.740432612   -0.033023128   -0.875315994
   -2.730449251   -0.042821320   -1.093940285
   -2.720465890   -0.054998320   -1.352448921
   -2.710482529   -0.069968524   -1.653969359
   -2.700499168   -0.090833422   -2.097204737
   -2.690515807   -0.113872494   -2.527868784
   -2.680532446   -0.141501302   -3.016976096
   -2.670549085   -0.175269050   -3.601033075
   -2.660565724   -0.214271812   -4.222976355
   -2.650582363   -0.259794556   -4.906924391
   -2.640599002   -0.312445355   -5.650423033
   -2.630615641   -0.372799909   -6.449439790
   -2.620632280   -0.441385846   -7.298385654
   -2.610648918   -0.518667520   -8.190189108
   -2.600665557   -0.606039420   -9.153262036
   -2.590682196   -0.702219241  -10.118739800
   -2.580698835   -0.809040510  -11.136052979
   -2.570715474   -0.926388123  -12.184367952
   -2.560732113   -1.053140531  -13.208592279
   -2.550748752   -1.190108999  -14.229372844
   -2.540765391   -1.337210108  -15.236804997
   -2.530782030   -1.494258815  -16.220399002
   -2.520798669   -1.662069396  -17.209268817
   -2.510815308   -1.839412030  -18.159648044
   -2.500831947   -2.025117863  -19.033623654
   -2.490848586   -2.219233377  -19.842131248
   -2.480865225   -2.423599910  -20.663384344
   -2.470881864   -2.633309659  -21.333080269
   -2.460898502   -2.850153095  -21.937858915
   -2.450915141   -3.072861239  -22.454797345
   -2.440931780   -3.298979113  -22.824148459
   -2.430948419   -3.528172985  -23.069886899
   -2.420965058   -3.759180087  -23.186819823
   -2.410981697   -3.991770404  -23.212186190
   -2.400998336   -4.222977874  -23.086312455
   -2.391014975   -4.452343880  -22.845045301
   -2.381031614   -4.678776624  -22.501162415
   -2.371048253   -4.901332040  -22.071343644
   -2.361064892   -5.119247850  -21.575113409
   -2.351081531   -5.334432577  -21.122388419
   -2.341098170   -5.542651994  -20.590015207
   -2.331114809   -5.745562840  -20.062062340
   -2.321131448   -5.943296246  -19.555138277
   -2.311148087   -6.136121609  -19.080048463
   -2.301164725   -6.324380720  -18.640270879
   -2.291181364   -6.510439293  -18.304954850
   -2.281198003   -6.692809586  -17.993701187
   -2.271214642   -6.871802764  -17.692591917
   -2.261231281   -7.046757354  -17.352251728
   -2.251247920   -7.219203788  -17.008865500
   -2.241264559   -7.387695533  -16.597296986
   -2.231281198   -7.551960712  -16.107183852
   -2.221297837   -7.709673735  -15.465708654
   -2.211314476   -7.860284410  -14.681533886
   -2.201331115   -8.003344548  -13.780365276
   -2.191347754   -8.135645834  -12.698958598
   -2.181364393   -8.256424412  -11.474695624
   -2.171381032   -8.364354871  -10.129697083
   -2.161397671   -8.458388837   -8.697142216
   -2.151414309   -8.539189227   -7.268044725
   -2.141430948   -8.605315264   -5.845450871
   -2.131447587   -8.656715927   -4.467680103
   -2.121464226   -8.697442691   -3.303069187
   -2.111480865   -8.724641566   -2.324389382
   -2.101497504   -8.743552812   -1.506967217
   -2.091514143   -8.755638335   -0.961815001
   -2.081530782   -8.763737444   -0.710723803
   -2.071547421   -8.770829556   -0.759679490
   -2.061564060   -8.779869420   -1.097641624
   -2.051580699   -8.795203924   -1.754278267
   -2.041597338   -8.817688717   -2.626605805
   -2.031613977   -8.849983859   -3.684067334
   -2.021630616   -8.893122205   -4.942788355
   -2.011647255   -8.950171176   -6.196371587
   -2.001663894   -9.018016544   -7.386708112
   -1.991680532   -9.098500502   -8.533909600
   -1.981697171   -9.188718569   -9.512124323
   -1.971713810   -9.287264960  -10.456812539
   -1.961730449   -9.396129036  -11.081063587
   -1.951747088   -9.508784601  -11.450973820
   -1.941763727   -9.622682971  -11.653721782
   -1.931780366   -9.739781449  -11.627502802
   -1.921797005   -9.854935507  -11.418436010
   -1.911813644   -9.968295808  -11.126547600
   -1.901830283  -10.078373799  -10.781295284
   -1.891846922  -10.184148290  -10.413590284
   -1.881863561  -10.287715157  -10.147058085
   -1.871880200  -10.387913436  -10.040103046
   -1.861896839  -10.489605357  -10.078076984
   -1.851913478  -10.589989210  -10.311988667
   -1.841930116  -10.693306121  -10.773286504
   -1.831946755  -10.805762980  -11.466825633
   -1.821963394  -10.926737402  -12.418525917
   -1.811980033  -11.056564829  -13.531643749
   -1.801996672  -11.197833667  -14.791872352
   -1.792013311  -11.353189535  -16.275847021
   -1.782029950  -11.522419546  -17.764471856
   -1.772046589  -11.709250997  -19.261863701
   -1.762063228  -11.908938734  -20.643377496
   -1.752079867  -12.120064338  -21.966974549
   -1.742096506  -12.345445679  -23.018853821
   -1.732113145  -12.579714741  -23.903343223
   -1.722129784  -12.820122657  -24.469486757
   -1.712146423  -13.068245044  -24.783187311
   -1.702163062  -13.316256179  -24.766166238
   -1.692179700  -13.562200016  -24.460510770
   -1.682196339  -13.802839037  -23.942004718
